reaction_id	reaction_smiles	reactants	products	reactant_formulas	product_formulas	reactant_smiles	product_smiles	condition_id	temperature	time	pH	pressure	agents	source_doi	source_title	source_authors	source_year	modules	module_names	chemorigins_url
pbr-000182	CC(CC(C(=O)O)N)(C(=O)O)O>>C(CC(=O)O)C(=O)C(=O)O.N	2-amino-4-hydroxy-4-methylpentanedioic acid	Ammonia + 2-Oxoglutarate	C6H11NO5	H3N + C5H6O5	CC(CC(C(=O)O)N)(C(=O)O)O	N + C(CC(=O)O)C(=O)C(=O)O	pbc-000188						10.1016/j.gca.2014.02.043	The effects of temperature, pH and redox state on the stability of glutamic acid in hydrothermal fluids	Lee N,Foustoukos D,Sverjensky D,Cody G,Hazen R	2014	pbmdl-000004	Glutamate-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000182
pbr-000183	NCCCC(=O)O>>CC(=O)C=CN.O	gamma-aminobutyric acid	H2O + 3-buten-2-one, 4-amino-, (e)-	C4H9NO2	H2O + C4H7NO	C(CC(=O)O)CN	O + CC(=O)C=CN	pbc-000189						10.1246/bcsj.76.1171	Reaction of Amino Acids in a Supercritical Water-Flow Reactor Simulating Submarine Hydrothermal Systems	Islam M,Kaneko T,Kobayashi K	2003			https://chemorigins.bact.wisc.edu/reactions/pbr-000183
pbr-000184	C(CCN)CC(=O)O>>C1CCNC(=O)C1.O	5-aminovaleric acid	H2O + 2-piperidone	C5H11NO2	H2O + C5H9NO	C(CCN)CC(=O)O	O + C1CCNC(=O)C1	pbc-000190						10.1246/bcsj.76.1171	Reaction of Amino Acids in a Supercritical Water-Flow Reactor Simulating Submarine Hydrothermal Systems	Islam M,Kaneko T,Kobayashi K	2003			https://chemorigins.bact.wisc.edu/reactions/pbr-000184
pbr-000185	O=[Fe].O=[Fe]O[Fe]=O.O=C=O.[HH]>>O=C([O-])[O-].[Fe+2].O	hydrogen + CO2 + iron(iii) oxide + ferrous oxide	H2O + ferrous ion + carbonic acid	H2 + CO2 + Fe2O3 + FeO	H2O + Fe+2 + CH2O3	[HH] + C(=O)=O + O=[Fe]O[Fe]=O + O=[Fe]	O + [Fe+2] + C(=O)(O)O	pbc-000191						10.1016/S0016-7037(03)00136-4	Experimental constraints on the hydrothermal reactivity of organic acids and acid anions: I. Formic acid and formate	McCollom T,Seewald J	2003			https://chemorigins.bact.wisc.edu/reactions/pbr-000185
pbr-000186	[Fe].[Ni].[Ni].[Ni].[O]N=O.O>>[OH-].[NH4+].[Fe].[Ni]	H2O + nitrous acid + nickel + iron	nickel + iron + Ammonia + H2O	H2O + HNO2 + Ni + Fe	Ni + Fe + H3N + H2O	O + N(=O)O + [Ni] + [Fe]	[Ni] + [Fe] + N + O	pbc-000192	200.0					10.1186/1467-4866-9-5	Abiotic ammonium formation in the presence of Ni-Fe metals and alloys and its implications for the Hadean nitrogen cycle	Smirnov A,Hausner D,Laffers R,Strongin D,Schoonen M	2008			https://chemorigins.bact.wisc.edu/reactions/pbr-000186
pbr-000187	[Fe].[HH].O=[N+]([O-])[O-]>>[NH4+].[Fe].O	nitrate + hydrogen + iron	H2O + iron + Ammonia	NO3- + H2 + Fe	H2O + Fe + H3N	[N+](=O)([O-])[O-] + [HH] + [Fe]	O + [Fe] + N	pbc-000193	200.0					10.1186/1467-4866-9-5	Abiotic ammonium formation in the presence of Ni-Fe metals and alloys and its implications for the Hadean nitrogen cycle	Smirnov A,Hausner D,Laffers R,Strongin D,Schoonen M	2008			https://chemorigins.bact.wisc.edu/reactions/pbr-000187
pbr-000188	C=O.N.[HH]>>NCCO	hydrogen + Ammonia + Formaldehyde	ethanolamine	H2 + H3N + CH2O	C2H7NO	[HH] + N + C=O	C(CO)N	pbc-000194						10.1007/s11084-008-9153-2	The Role of Submarine Hydrothermal Systems in the Synthesis of Amino Acids	Aubrey A,Cleaves H,Bada J	2008			https://chemorigins.bact.wisc.edu/reactions/pbr-000188
pbr-000189	C=O.C=O>>OCC(=O)O	Formaldehyde	glycolic acid	CH2O	C2H4O3	C=O	C(C(=O)O)O	pbc-000195						10.1007/s11084-008-9153-2	The Role of Submarine Hydrothermal Systems in the Synthesis of Amino Acids	Aubrey A,Cleaves H,Bada J	2008	pbmdl-000009;pbmdl-000003	C3-synth;Glycine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000189
pbr-000190	CC(=O)OO.N>>NCC(=O)O	Ammonia + peracetic acid	Glycine	H3N + C2H4O3	C2H5NO2	N + CC(=O)OO	C(C(=O)O)N	pbc-000196						10.1007/s11084-008-9153-2	The Role of Submarine Hydrothermal Systems in the Synthesis of Amino Acids	Aubrey A,Cleaves H,Bada J	2008	pbmdl-000003	Glycine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000190
pbr-000192	C(C(C(=O)O)N)O.C=O>>C(C(CO)(C(=O)O)N)O	Formaldehyde + L-Serine	alpha-(hydroxymethyl)serine	CH2O + C3H7NO3	C4H9NO4	C=O + C(C(C(=O)O)N)O	C(C(CO)(C(=O)O)N)O	pbc-000198						10.1007/s11084-008-9153-2	The Role of Submarine Hydrothermal Systems in the Synthesis of Amino Acids	Aubrey A,Cleaves H,Bada J	2008			https://chemorigins.bact.wisc.edu/reactions/pbr-000192
pbr-000194	C(C(CO)(C(=O)O)N)O.[HH]>>O=C(O)C(CO)(C)N.O	hydrogen + alpha-(hydroxymethyl)serine	H2O + 2-methylserine	H2 + C4H9NO4	H2O + C4H9NO3	[HH] + C(C(CO)(C(=O)O)N)O	O + CC(CO)(C(=O)O)N	pbc-000200						10.1007/s11084-008-9153-2	The Role of Submarine Hydrothermal Systems in the Synthesis of Amino Acids	Aubrey A,Cleaves H,Bada J	2008			https://chemorigins.bact.wisc.edu/reactions/pbr-000194
pbr-000197	CC(=O)OO>>CO.O=C[O-]	peracetic acid	Formate + Methanol	C2H4O3	CH2O2 + CH4O	CC(=O)OO	C(=O)O + CO	pbc-000203						10.1007/s11084-008-9153-2	The Role of Submarine Hydrothermal Systems in the Synthesis of Amino Acids	Aubrey A,Cleaves H,Bada J	2008			https://chemorigins.bact.wisc.edu/reactions/pbr-000197
pbr-000198	OCC(=O)O>>OCC(=O).[O]	glycolic acid	H2O + Glycolaldehyde	C2H4O3	H2O + C2H4O2	C(C(=O)O)O	O + C(C=O)O	pbc-000204						10.1007/s11084-008-9153-2	The Role of Submarine Hydrothermal Systems in the Synthesis of Amino Acids	Aubrey A,Cleaves H,Bada J	2008			https://chemorigins.bact.wisc.edu/reactions/pbr-000198
pbr-000199	OCC(=O)O.N>>NCC(=O)O.O	Ammonia + glycolic acid	H2O + Glycine	H3N + C2H4O3	H2O + C2H5NO2	N + C(C(=O)O)O	O + C(C(=O)O)N	pbc-000205						10.1007/s11084-008-9153-2	The Role of Submarine Hydrothermal Systems in the Synthesis of Amino Acids	Aubrey A,Cleaves H,Bada J	2008			https://chemorigins.bact.wisc.edu/reactions/pbr-000199
pbr-000200	NCC(=O)O>>CN.O=C[O-]	Glycine	Formate + methylamine	C2H5NO2	CH2O2 + CH5N	C(C(=O)O)N	C(=O)O + CN	pbc-000206						10.1007/s11084-008-9153-2	The Role of Submarine Hydrothermal Systems in the Synthesis of Amino Acids	Aubrey A,Cleaves H,Bada J	2008			https://chemorigins.bact.wisc.edu/reactions/pbr-000200
pbr-000201	O=C(O)CO>>O=C(O)CO	glycolic acid	glycolic acid	C2H4O3	C2H4O3	C(C(=O)O)O	C(C(=O)O)O	pbc-000208		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000201
pbr-000202	O=C(O)CO>>[CH]C(=O)[O-].[OH-]	glycolic acid	H2O + Acetate	C2H4O3	H2O + C2H4O2	C(C(=O)O)O	O + CC(=O)O	pbc-000209		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000202
pbr-000204	O=C([O-])C(O)C(O)C(=O)[O-].O=C([O-])[CH]O>>O=C([O-])C(O)C(O)(C(=O)[O-])C(O)C(=O)[O-]	glycolic acid + 2,3-dihydroxybutanedioic acid	1,2,3-trihydroxypropane-1,2,3-tricarboxylic acid	C2H4O3 + C4H6O6	C6H8O9	C(C(=O)O)O + C(C(C(=O)O)O)(C(=O)O)O	C(C(=O)O)(C(C(C(=O)O)O)(C(=O)O)O)O	pbc-000212		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000204
pbr-000205	O=C([O-])C(O)C(O)C(=O)[O-].[CH]C(=O)[O-]>>O=C([O-])CC(O)(C(=O)[O-])C(O)C(=O)[O-]	Acetate + 2,3-dihydroxybutanedioic acid	hydroxycitric acid	C2H4O2 + C4H6O6	C6H8O8	CC(=O)O + C(C(C(=O)O)O)(C(=O)O)O	C(C(=O)O)C(C(C(=O)O)O)(C(=O)O)O	pbc-000213		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000205
pbr-000206	O=C([O-])C(O)C(O)(C(=O)[O-])C(O)C(=O)[O-]>>O=C([O-])CC(O)(C(=O)[O-])C(O)C(=O)[O-]	1,2,3-trihydroxypropane-1,2,3-tricarboxylic acid	hydroxycitric acid	C6H8O9	C6H8O8	C(C(=O)O)(C(C(C(=O)O)O)(C(=O)O)O)O	C(C(=O)O)C(C(C(=O)O)O)(C(=O)O)O	pbc-000214		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000206
pbr-000207	O=C([O-])CC(O)(C(=O)[O-])C(O)C(=O)[O-]>>O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]	hydroxycitric acid	Citrate	C6H8O8	C6H8O7	C(C(=O)O)C(C(C(=O)O)O)(C(=O)O)O	C(C(=O)O)C(CC(=O)O)(C(=O)O)O	pbc-000215		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000207
pbr-000208	O=C([O-])C(O)C(O)C(=O)[O-]>>O=C([O-])CC(O)C(=O)[O-]	2,3-dihydroxybutanedioic acid	(S)-Malate	C4H6O6	C4H6O5	C(C(C(=O)O)O)(C(=O)O)O	C(C(C(=O)O)O)C(=O)O	pbc-000216		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000208
pbr-000209	O=C([O-])CC(O)C(=O)[O-]>>O=C([O-])CCC(=O)[O-]	(S)-Malate	Succinate	C4H6O5	C4H6O4	C(C(C(=O)O)O)C(=O)O	C(CC(=O)O)C(=O)O	pbc-000217		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000209
pbr-000210	O=C([O-])CC(O)C(=O)[O-]>>O=C([O-])C[C](O)C(=O)[O-]	(S)-Malate	(S)-Malate	C4H6O5	C4H6O5	C(C(C(=O)O)O)C(=O)O	C(C(C(=O)O)O)C(=O)O	pbc-000218		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000210
pbr-000211	O=C([O-])C[C](O)C(=O)[O-].O=C([O-])[CH]O>>O=C([O-])CC(O)(C(=O)[O-])C(O)C(=O)[O-]	glycolic acid + (S)-Malate	hydroxycitric acid	C2H4O3 + C4H6O5	C6H8O8	C(C(=O)O)O + C(C(C(=O)O)O)C(=O)O	C(C(=O)O)C(C(C(=O)O)O)(C(=O)O)O	pbc-000219		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000211
pbr-000212	O=C([O-])C[C](O)C(=O)[O-].[CH2]C(=O)[O-]>>O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]	Acetate + (S)-Malate	Citrate	C2H4O2 + C4H6O5	C6H8O7	CC(=O)O + C(C(C(=O)O)O)C(=O)O	C(C(=O)O)C(CC(=O)O)(C(=O)O)O	pbc-000220		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000212
pbr-000213	[CH2]C(=O)[O-].[CH2]C(=O)[O-]>>O=C([O-])CCC(=O)[O-]	Acetate	Succinate	C2H4O2	C4H6O4	CC(=O)O	C(CC(=O)O)C(=O)O	pbc-000221		4.0			Ultraviolet radiation	10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021			https://chemorigins.bact.wisc.edu/reactions/pbr-000213
pbr-000214	[CH2]C(=O)[O-].[CH2]C(=O)[O-].O>>O=C([O-])CO.CC(=O)[O-]	H2O + Acetate	Acetate + glycolic acid	H2O + C2H4O2	C2H4O2 + C2H4O3	O + CC(=O)O	CC(=O)O + C(C(=O)O)O	pbc-000222		4.0				10.1038/s41557-021-00789-w	Prebiotic photoredox synthesis from carbon dioxide and sulfite	Liu Z,Wu L,Kufner C,Sasselov D,Fischer W,Sutherland J	2021	pbmdl-000003	Glycine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000214
pbr-000215	Nc1ncco1.O=CC(O)CO>>N=C1N=CC(C(O)C(O)CO)O1	glyceraldehyde + 1,3-oxazol-2-amine	pbm-000194	C3H6O3 + C3H4N2O	C6H10N2O4	C(C(C=O)O)O + C1=COC(=N1)N	N=C1N=CC(C(O)C(O)CO)O1	pbc-000224	40.0	12.0				10.1002/ange.200601267	Direct Assembly of Nucleoside Precursors from Two‐ and Three‐Carbon Units	Anastasi C,Crowe M,Powner M,Sutherland J	2006	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000215
pbr-000217	Nc1ncco1.O=CCO>>N=C1N=CC(C(O)CO)O1	Glycolaldehyde + 1,3-oxazol-2-amine	pbm-000196	C2H4O2 + C3H4N2O	C5H8N2O3	C(C=O)O + C1=COC(=N1)N	N=C1N=CC(C(O)CO)O1	pbc-000226	40.0	12.0				10.1002/ange.200601267	Direct Assembly of Nucleoside Precursors from Two‐ and Three‐Carbon Units	Anastasi C,Crowe M,Powner M,Sutherland J	2006	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000217
pbr-000218	N=C1N=CC(C(O)CO)O1>>NC1=NC2OCC(O)C2O1	pbm-000196	pbm-000197	C5H8N2O3	C5H8N2O3	N=C1N=CC(C(O)CO)O1	NC1=NC2OCC(O)C2O1	pbc-000227	40.0	12.0				10.1002/ange.200601267	Direct Assembly of Nucleoside Precursors from Two‐ and Three‐Carbon Units	Anastasi C,Crowe M,Powner M,Sutherland J	2006	pbmdl-000010	Oxazole pathway	https://chemorigins.bact.wisc.edu/reactions/pbr-000218
pbr-000230	[HH].O=C=O>>O=C[O-]	CO2 + hydrogen	Formate	CO2 + H2	CH2O2	C(=O)=O + [HH]	C(=O)O	pbc-000253	100.0				Elemental Iron; Magnetite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000230
pbr-000230	[HH].O=C=O>>O=C[O-]	CO2 + hydrogen	Formate	CO2 + H2	CH2O2	C(=O)=O + [HH]	C(=O)O	pbc-000248	100.0				Magnetite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000230
pbr-000230	[HH].O=C=O>>O=C[O-]	CO2 + hydrogen	Formate	CO2 + H2	CH2O2	C(=O)=O + [HH]	C(=O)O	pbc-000247	20.0	16.0			Greigite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000230
pbr-000230	[HH].O=C=O>>O=C[O-]	CO2 + hydrogen	Formate	CO2 + H2	CH2O2	C(=O)=O + [HH]	C(=O)O	pbc-000246	100.0	16.0			Greigite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000230
pbr-000230	[HH].O=C=O>>O=C[O-]	CO2 + hydrogen	Formate	CO2 + H2	CH2O2	C(=O)=O + [HH]	C(=O)O	pbc-000243	100.0	16.0			Greigite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000230
pbr-000230	[HH].O=C=O>>O=C[O-]	CO2 + hydrogen	Formate	CO2 + H2	CH2O2	C(=O)=O + [HH]	C(=O)O	pbc-000241	100.0	16.0			Greigite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000230
pbr-000231	O=C=O.O>>O=C[O-]	H2O + CO2	Formate	H2O + CO2	CH2O2	O + C(=O)=O	C(=O)O	pbc-000242	100.0	16.0			Greigite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020	pbmdl-000009	C3-synth	https://chemorigins.bact.wisc.edu/reactions/pbr-000231
pbr-000232	O=C=O.O=C=O.[HH].[HH].[HH].[HH]>>CC(=O)[O-].O.O	hydrogen + CO2	H2O + Acetate	H2 + CO2	H2O + C2H4O2	[HH] + C(=O)=O	O + CC(=O)O	pbc-000255	100.0				Elemental Iron; Magnetite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000232
pbr-000232	O=C=O.O=C=O.[HH].[HH].[HH].[HH]>>CC(=O)[O-].O.O	hydrogen + CO2	H2O + Acetate	H2 + CO2	H2O + C2H4O2	[HH] + C(=O)=O	O + CC(=O)O	pbc-000249	100.0				Magnetite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000232
pbr-000232	O=C=O.O=C=O.[HH].[HH].[HH].[HH]>>CC(=O)[O-].O.O	hydrogen + CO2	H2O + Acetate	H2 + CO2	H2O + C2H4O2	[HH] + C(=O)=O	O + CC(=O)O	pbc-000245	100.0	16.0			Greigite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000232
pbr-000232	O=C=O.O=C=O.[HH].[HH].[HH].[HH]>>CC(=O)[O-].O.O	hydrogen + CO2	H2O + Acetate	H2 + CO2	H2O + C2H4O2	[HH] + C(=O)=O	O + CC(=O)O	pbc-000244	100.0	16.0			Greigite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000232
pbr-000233	[HH].[HH].[HH].O=C=O>>CO.O	CO2 + hydrogen	H2O + Methanol	CO2 + H2	H2O + CH4O	C(=O)=O + [HH]	O + CO	pbc-000256	100.0				Awaruite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000233
pbr-000233	[HH].[HH].[HH].O=C=O>>CO.O	CO2 + hydrogen	H2O + Methanol	CO2 + H2	H2O + CH4O	C(=O)=O + [HH]	O + CO	pbc-000254	100.0				Elemental Iron; Magnetite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000233
pbr-000233	[HH].[HH].[HH].O=C=O>>CO.O	CO2 + hydrogen	H2O + Methanol	CO2 + H2	H2O + CH4O	C(=O)=O + [HH]	O + CO	pbc-000250	100.0				Magnetite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020			https://chemorigins.bact.wisc.edu/reactions/pbr-000233
pbr-000234	[HH].[HH].[HH].[HH].[HH].O=C=O.O=C=O.O=C=O>>CC(=O)C(=O)[O-].O.O.O	CO2 + hydrogen	H2O + Pyruvate	CO2 + H2	H2O + C3H4O3	C(=O)=O + [HH]	O + CC(=O)C(=O)O	pbc-000257	100.0				Elemental Iron; Awaruite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020	pbmdl-000001	Alanine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000234
pbr-000234	[HH].[HH].[HH].[HH].[HH].O=C=O.O=C=O.O=C=O>>CC(=O)C(=O)[O-].O.O.O	CO2 + hydrogen	H2O + Pyruvate	CO2 + H2	H2O + C3H4O3	C(=O)=O + [HH]	O + CC(=O)C(=O)O	pbc-000252	100.0				Elemental Iron; Magnetite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020	pbmdl-000001	Alanine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000234
pbr-000234	[HH].[HH].[HH].[HH].[HH].O=C=O.O=C=O.O=C=O>>CC(=O)C(=O)[O-].O.O.O	CO2 + hydrogen	H2O + Pyruvate	CO2 + H2	H2O + C3H4O3	C(=O)=O + [HH]	O + CC(=O)C(=O)O	pbc-000251	100.0				Magnetite	10.1038/s41559-020-1125-6	A hydrogen-dependent geochemical analogue of primordial carbon and energy metabolism	Preiner M,Igarashi K,Muchowska K,Yu M,Varma S,Kleinermanns K,Nobu M,Kamagata Y,Tüysüz H,Moran J,Martin W	2020	pbmdl-000001	Alanine-synthesis	https://chemorigins.bact.wisc.edu/reactions/pbr-000234
pbr-000236	O=C([O-])/C=C/C(=O)[O-]>>O=C([O-])CCC(=O)[O-]	Fumarate	Succinate	C4H4O4	C4H6O4	C(=CC(=O)O)C(=O)O	C(CC(=O)O)C(=O)O	pbc-000259					Ferrous sulifde	10.1126/sciadv.aav7848	Metals likely promoted protometabolism in early ocean alkaline hydrothermal systems	Kitadai N,Nakamura R,Yamamoto M,Takai K,Yoshida N,Oono Y	2019			https://chemorigins.bact.wisc.edu/reactions/pbr-000236
pbr-000237	O=C([O-])CC(O)C(=O)[O-]>>O=C([O-])/C=C/C(=O)[O-].O	(S)-Malate	H2O + Fumarate	C4H6O5	H2O + C4H4O4	C(C(C(=O)O)O)C(=O)O	O + C(=CC(=O)O)C(=O)O	pbc-000260					Ferrous sulifde	10.1126/sciadv.aav7848	Metals likely promoted protometabolism in early ocean alkaline hydrothermal systems	Kitadai N,Nakamura R,Yamamoto M,Takai K,Yoshida N,Oono Y	2019			https://chemorigins.bact.wisc.edu/reactions/pbr-000237
pbr-000238	O=C(O)CC(=O)C(=O)O>>O=C([O-])CC(O)C(=O)[O-]	Oxaloacetate	(S)-Malate	C4H4O5	C4H6O5	C(C(=O)C(=O)O)C(=O)O	C(C(C(=O)O)O)C(=O)O	pbc-000261					Ferrous sulifde	10.1126/sciadv.aav7848	Metals likely promoted protometabolism in early ocean alkaline hydrothermal systems	Kitadai N,Nakamura R,Yamamoto M,Takai K,Yoshida N,Oono Y	2019			https://chemorigins.bact.wisc.edu/reactions/pbr-000238
pbr-000240	C(C(=O)O)N.C=O>>C(=O)C(=O)[O-]	Formaldehyde + Glycine	Glyoxylate	CH2O + C2H5NO2	C2H2O3	C=O + C(C(=O)O)N	C(=O)C(=O)O	pbc-000264	60.0	48.0				10.1055/s-0036-1588657	A Plausible Prebiotic Origin of Glyoxylate: Nonenzymatic Transamination Reactions of Glycine with Formaldehyde	Krishnamurthy R,Liotta C,Mohammed F,Chen K,Mojica M,Conley M,Napoline J,Butch C,Pollet P	2016			https://chemorigins.bact.wisc.edu/reactions/pbr-000240
